KdNr;Kurzname;Name1;Name2;KdId;Status;
"391";"ADMED";"ADMED GmbH ";"Unternehmensberatung Health Care";"346";"inaktiv";
"500";"mmi";"mmi Der Wissensverlag";"Medizinische Medien Informations GmbH";"345";"aktiv";
"500";"OS";"Optimal Systems Gesellschaft für Innovative Computertechnologien mbH";;"344";"aktiv";
"500";"ID";"ID Information und Dokumentation im Gesundheitswesen";;"343";"aktiv";
"500";"Gesundheitsstadt Berlin";"Gesundheitsstadt Berlin e.V.";;"342";"inaktiv";
"500";"nine-t-nine";"Nine-T-Nine Sharky Sigmar Schröder";;"341";"aktiv";
"500";"DB";"Deutsche Bahn AG DienstleistungsZentrum Bildung";;"340";"aktiv";
"500";"Fibunet";"Fibunet";;"1166";"inaktiv";
"500";"Gerhard Willmann";"Gerhard Willmann, Moderator- Redakteur- Autor- Kreativer";;"339";"aktiv";
"500";"Siemens";"Siemens Medical Solutions Health Services GmbH";;"338";"aktiv";
"500";"mAC";"metaApplicationCenter";;"337";"aktiv";
"500";"PwC Osnabrück";"PricewaterhouseCoopers GmbH ";"Wirtschaftsprüfungsgesellschaft";"336";"inaktiv";
"500";"GTI";"GTI Aktiengesellschaft für Informationstechnologien";;"335";"inaktiv";
"500";"BMC";"BMC IT Health Solutions";;"334";"inaktiv";
"254";"Karlsburg";"Bergman Deutsche Klinik Büdingen GmbH ";;"332";"aktiv";
"500";"Post";"Deutsche Post PrintProduction GmbH";;"331";"inaktiv";
"500";"Masters Consulting";"Masters Consulting GmbH";;"330";"aktiv";
"500";"Facton";"Facton GmbH";;"328";"inaktiv";
"500";"Daimler";"DaimlerChrysler AG";;"327";"inaktiv";
"500";"Asklepios Klinik Pasewalk";"Asklepios Klinik Pasewalk";"Akademisches Lehrkrankenhaus der Ernst-Arndt-Universität Greifswald";"326";"aktiv";
"500";"Sparta Systems";"Sparta Systems Inc. Europe";;"324";"aktiv";
"500";"Reemtsma";"Reemtsma Cigarettenfabrik GmbH";;"323";"inaktiv";
"500";"Testkunde2";"Testkunde2";;"322";"inaktiv";
"500";"Testkunde";"Testkunde";;"321";"inaktiv";
"500";"Homanit";"HOMANIT GmbH & Co. KG";;"320";"inaktiv";
"253";"Praxis Roedel";"Dr. med. Brunhilde Roedel";;"319";"aktiv";
"500";"Euromedic";"Euromedic International";"Central European Headquarters";"317";"inaktiv";
"252";"MUCOS";"MUCOS Pharma GmbH & Co. KG";;"316";"inaktiv";
"250";"Helios Damp Stralsund";"HELIOS Hanseklinikum Stralsund GmbH";;"315";"aktiv";
"249";"Helios Damp";"Damp Holding AG";;"313";"aktiv";
"248";"Sanderbusch";"Nordwest-Krankenhaus Sanderbusch GmbH";;"312";"inaktiv";
"198";"QlikTech München";"QlikTech Deutschland GmbH";;"310";"aktiv";
"1388";"Wolfenbüttel";"Städtisches Klinikum Wolfenbüttel gGmbH";;"309";"aktiv";
"278";"Paracelsus Henstedt-Ulzburg";"Paracelsusklinik Henstedt-Ulzburg/Kaltenkirchen";;"308";"aktiv";
"246";"Stenum";"STENUM Ortho GmbH";"Fachklinik für Orthopädie";"307";"inaktiv";
"500";"ARDEX";"ARDEX GmbH";;"306";"inaktiv";
"1098";"OSB";"Krankenhausmanagementberatung GmbH";;"305";"inaktiv";
"244";"DRK Lörrach";"DRK Kreisverband Lörrach e.V.";;"304";"inaktiv";
"245";"Capio Mathilden-Hospital";"Capio Deutsche Klinik Büdingen GmbH";"Capio Mathilden-Hospital";"302";"inaktiv";
"241";"Helios KH Köthen";"Helios Klinik Köthen";;"301";"aktiv";
"247";"KV Niedersachsen";"Kassenärztliche Vereinigung Niedersachsen";;"300";"aktiv";
"315";"Havellandklinik";"Havelland Kliniken GmbH";;"299";"inaktiv";
"240";"Kompetenznetz Herzfehler";"Kompetenznetz Angeborene Herzfehler";;"298";"inaktiv";
"239";"ixmid";"ixmid Software Technologie GmbH";;"297";"inaktiv";
"236";"Asklepios";"Asklepios Kliniken GmbH & Co.KGaA ";;"296";"aktiv";
"499";"Klinikum Nürnberg Nord";"Klinikum Nürnberg Nord";;"293";"aktiv";
"233";"Essen Nord-West";"Katholisches Klinikum Essen";;"292";"inaktiv";
"234";"Klinik Amsee";"Lungenklinik Amsee";;"291";"inaktiv";
"237";"HELIOS Helmstedt";"HELIOS St. Marienberg";"Klinik Helmstedt";"289";"aktiv";
"242";"HC&S";"HC&S AG - Healthcare Consulting & Services";;"288";"inaktiv";
"500";"Klinik Michelsberg";"Klinik Michelsberg";;"287";"aktiv";
"276";"CP";"CP Corporate Planning AG";;"286";"inaktiv";
"500";"Agaplesion Dr Koch";"Agaplesion Frauenklinik Dr. Koch";;"285";"inaktiv";
"230";"Wicker Bad Homburg";"Wicker-Klinik Bad Homburg";"Werner Wicker KG";"283";"inaktiv";
"228";"KV Bremen";"Kassenärztliche Vereinigung Bremen (KVHB)";;"282";"inaktiv";
"500";"Katharinen-Hospital";"Katharinen-Hospital gGmbH";;"281";"aktiv";
"500";"Deutsche Bank";"Deutsche Bank PGK AG, Controlling PBC";"Data Integrity / CoDaC";"280";"inaktiv";
"500";"Aescudata";"Aescudata Gesellschaft für Datenverarbeitung mbH";;"279";"aktiv";
"447";"Vivantes";"Vivantes - Netzwerk für Gesundheit GmbH";;"278";"aktiv";
"261";"Charité Berlin";"Charité - Universitätsmedizin Berlin";;"277";"aktiv";
"647";"Cellitinnen Wuppertal";"Klinikverbund St. Antonius und St. Josef GmbH ";;"1267";"inaktiv";
"231";"Klinikum Lüdenscheid";"Klinikum Lüdenscheid";;"275";"aktiv";
"500";"DG HYP Bank";"Deutsche Genossenschafts-Hypothekenbank AG";;"274";"inaktiv";
"473";"KV Mecklenburg-Vorpommern";"Kassenärztliche Vereinigung Mecklenburg-Vorpommern";"Körperschaft des öffentlichen Rechts";"273";"aktiv";
"500";"Klinik am Stein";"Klinik am Stein Betriebs GmbH";;"1005";"inaktiv";
"500";"Eurogate";"Eurogate GmbH & Co. KGaA, KG";;"272";"inaktiv";
"500";"Borgwardt";"Gert Borgwardt Unternehmensberatung";;"271";"inaktiv";
"574";"Hauni";"Hauni Maschinenbau AG";;"270";"inaktiv";
"243";"DRK Tübingen";"Deutsches Rotes Kreuz Kreisverband Tübingen e.V.";;"269";"inaktiv";
"227";"HELIOS Berlin-Buch";"HELIOS Klinikum Berlin Buch";;"267";"aktiv";
"544";"Cremaschi";"Liana Cremaschi";;"1181";"inaktiv";
"226";"Inaktiv: Sonneberg";"Medinos Kliniken des Lankreises Sonneberg GmH";;"266";"inaktiv";
"229";"Solidaris";"Solidaris Unternehmensberatungs-GmbH";;"265";"aktiv";
"500";"Filderklinik";"Die Filderklinik";;"264";"inaktiv";
"500";"Klinik Schillerhöhe";"Klinik Schillerhöhe";;"263";"inaktiv";
"500";"Aarau";"Kanton Aargau";"Departement Gesundheit und Soziales Kanton AG";"262";"inaktiv";
"500";"Meppen";"Krankenhaus Ludmillenstift Meppen";;"261";"inaktiv";
"500";"PIRONET Hamburg";"PIRONET NDH AG";;"260";"inaktiv";
"223";"rehaVital";"rehavital Gesundheitsservice GmbH";"Unternehmen im Verbund Die Vitalen";"259";"aktiv";
"222";"Radiologie Wertheim";"Radiologische Gemeinschaftspraxis am Krankenhaus Wertheim";"Dr. med. H. Huben, Dr. med. E. Mitsch-Huben & Dr.med. G. Hermann";"258";"inaktiv";
"225";"Holzminden";"Ev. Krankenhaus Holzminden gGmbH";;"257";"inaktiv";
"220";"KBV";"Kassenärztliche Bundesvereinigung KBV";;"256";"aktiv";
"500";"SITS";"Standard IT Solutions GmbH";;"255";"inaktiv";
"219";"Bremen - Links der Weser";"Gesundheit Nord gGmbH";"Klinikum Links der Weser";"254";"inaktiv";
"218";"Klinikverbund Südwest";"Klinikverbund Südwest ";"Kreiskliniken Böblingen gGmbH";"253";"aktiv";
"216";"Baden-Baden";"Klinikum Mittelbaden gGmbH";;"252";"aktiv";
"500";"Medienwerk";"Medienwerk BEHRENS";;"251";"inaktiv";
"500";"succidia";"succidia AG";"Verlag und Kommunikation";"249";"aktiv";
"433";"Nordhessen Holding";"Gesundheit Nordhessen Holding AG";;"248";"aktiv";
"500";"Manfred Paul";"Manfred Paul";;"247";"inaktiv";
"500";"Schulbehörde";"Behörde für Bildung und Sport";"Amt B / B 41-111";"246";"inaktiv";
"500";"Arbeitsamt";"Bundesagentur für Arbeit";"Agentur für Arbeit Hamburg";"245";"aktiv";
"500";"VWAG";"Volkswagen AG";;"244";"inaktiv";
"8081";"BONUS";"BONUS Wirtschafts- und ";"Controlling-Service GmbH";"243";"aktiv";
"500";"Elisabeth Gelsenkirchen";"Elisabeth-Krankenhaus GmbH";;"242";"inaktiv";
"217";"Mönchengladbach";"Städtische Kliniken Mönchengladbach";"Betriebsstätte: Elisabeth-Krankenhaus Rheydt";"241";"aktiv";
"500";"OUTCOME";"OUTCOME Unternehmensberatung GmbH";;"238";"aktiv";
"1146";"Bad Bentheim";"Fachklinik Bad Bentheim Thermalsole- und Bad Bentheim GmbH";;"237";"inaktiv";
"500";"Hirslanden";"Klinik Hirslanden AG Zürich";;"236";"inaktiv";
"500";"LEZARD";"RENÉ LEZARD Mode GmbH";;"235";"aktiv";
"232";"IMS";"InManSys GmbH";"Intelligent Management Systems";"234";"aktiv";
"500";"LRP";"Landesbank Rheinland Pfalz";;"233";"inaktiv";
"500";"Handelskammer";"Handelskammer Hamburg";"Geschäftsbereich Berufsbildung";"232";"aktiv";
"500";"MMBBS";"Multimedia Berufsbildende Schulen";"IT - Abteilung";"231";"inaktiv";
"212";"HELIOS Wuppertal";"HELIOS Klinikum Wuppertal GmbH";;"230";"aktiv";
"500";"Grit Götz";"Grafik & Web Design Grit Götz";;"229";"inaktiv";
"500";"BKK Bundesverband";"BKK Bundesverband";;"228";"inaktiv";
"500";"MapInfo";"MapInfo GmbH";;"227";"aktiv";
"500";"Plau am See";"Klinikum Plau am See";"Krankenhaus Plau am See";"226";"inaktiv";
"500";"KLF";"Krankenhäuser Landkreis Freudenstadt gGmbH";;"1112";"inaktiv";
"500";"sysgen";"sysGen GmbH";;"225";"aktiv";
"500";"Kern";"Kern Aktiengesellschaft";;"224";"inaktiv";
"211";"Rhön Uni Marburg";"Universitätsklinikum Gießen und Marburg GmbH";"Philipps Universität Marburg";"222";"aktiv";
"235";"Saatmann";"Saatmann GmbH ";"Qualitätssicherung im Krankenhaus";"221";"aktiv";
"500";"vhitg";"VHitG Verband der Hersteller von IT-Lösungen für das Gesundheitwesen e.V.";;"220";"inaktiv";
"500";"SLN - Medical Data Solutions";"Medical Data Solutions GmbH";;"219";"inaktiv";
"282";"VDEK (ex-VDAK)";"Verband der Ersatzkassen e. V. (vdek)";;"217";"aktiv";
"526";"InEK";"InEK GmbH";;"216";"aktiv";
"258";"Hannover Henriettenstiftung";"DIAKOVERE Henriettenstift";;"215";"aktiv";
"500";"KKH Wlhelmstift";"Kath. Kinderkrankenhaus Wilhelmstift gGmbH";;"214";"inaktiv";
"500";"mesago";"Mesago Messe Frankfurt GmbH";;"213";"aktiv";
"500";"tmf";"Telematikplattform fuer Medizinische Forschungsnetze e.V.";;"212";"aktiv";
"214";"Passau";"radio-log Passau";;"211";"inaktiv";
"500";"Uniresearch";"Uniresearch AG";;"210";"inaktiv";
"382";"BKK DraegerHanse";"Dräger & Hanse Betriebskrankenkasse";;"209";"inaktiv";
"500";"Deutscher Ring";"Deutscher Ring";;"208";"inaktiv";
"213";"Synesys";"Synesys GmbH";;"207";"inaktiv";
"8002";"Boeger";"Böger Knittel PartmbB";"Steuerberatungsgesellschaft";"206";"aktiv";
"500";"viaconsilium";"ViaConsilium";"Bannasch & Grotenhöfer GbR";"205";"inaktiv";
"500";"inmed";"InMed GmbH";"Angewandte Informatik für medizinisches Controlling";"204";"aktiv";
"500";"KVWL";"KVWL Kassenärztliche Vereinigung";;"203";"aktiv";
"500";"Synagon";"Synagon GmbH";"Beratung für das Gesundheitswesen";"202";"aktiv";
"362";"Boehringer";"Boehringer Ingelheim Pharma GmbH & Co. KG";;"201";"inaktiv";
"500";"Handwerker";"Hans-Peter Krenzlin";;"200";"aktiv";
"500";"teuto-net";"teuto.net Netzdienste GmbH";;"197";"aktiv";
"500";"Bingen Radiologie";"RGB Radiologische Gemeinschaftspraxis in Bingen";;"196";"inaktiv";
"500";"SER";"SER HealthCare Solutions GmbH";;"195";"inaktiv";
"500";"Ectacom";"ectacom networks";;"194";"inaktiv";
"500";"LMZ";"LMZ SOFT und Hardware Haus Saalfeld GmbH";;"193";"aktiv";
"500";"Oracle";"ORACLE Deutschland GmbH";;"192";"aktiv";
"277";"Uni Münster";"Universitätsklinikum Münster";;"191";"aktiv";
"415";"Medatixx";"medatixx GmbH & Co. KG";;"190";"aktiv";
"500";"Aatalklinik";"Aatalklinik Wünnenberg";;"188";"inaktiv";
"238";"Hanau";"Klinikum Hanau GmbH";;"187";"aktiv";
"500";"BOC";"BOC Information Technologies Consulting GmbH";;"186";"inaktiv";
"769";"AMC";"AMC Advanced Medical Communication Holding GmbH";;"185";"aktiv";
"500";"Gesundheits-mgm";"Gesundheitsmanagement Elbe-Fläming GmbH";;"1157";"inaktiv";
"215";"Erlabrunn";"Kliniken Erlabrunn gGmbH";;"184";"inaktiv";
"224";"Uni Tübingen";"Universitätsklinikum Tübingen";;"182";"aktiv";
"500";"BDC";"Berufsverband der Deutschen Chirugen e.V.";"Langenbeck-Virchow-Haus";"181";"inaktiv";
"221";"Uni Düsseldorf";"Universitätsklinikum Düsseldorf";;"180";"aktiv";
"390";"Klinikum Stuttgart";"Klinikum der Landeshauptstadt Stuttgart";"gemeinnützige Kommunalanstalt öffentl. Rechts (gKAöR)";"179";"aktiv";
"500";"Köln HGK";"Heilig Geist Krankenhaus Köln";;"178";"inaktiv";
"206";"Rhön Uni Gießen";"Universitätsklinikum Gießen und Marburg GmbH";"Justus-Liebig-Universität Gießen";"177";"aktiv";
"205";"Kaysers & Hippler";"Kaysers & Hippler";"Gesellschaft für Beratung im Gesundheitswesen mbH";"175";"inaktiv";
"202";"Uni Magdeburg";"Klinikum der Otto-von-Guericke-Universität Magdeburg A.ö.R.";;"173";"aktiv";
"201";"Trier";"Krankenhaus der barmherzigen Brüder Trier e.V.";;"171";"aktiv";
"500";"Klinikum Merzig";"Klinikum Merzig gGmbh";"Akademisches Lehrkrankenhaus der Universität des Saarlandes";"168";"aktiv";
"706";"Uni Aachen";"Universitätsklinikum Aachen, AÖR";"Medizinische Fakultät der RWTH";"167";"aktiv";
"196";"Uni Mainz";"Klinikum der Johannes Gutenberg Universität Mainz ";;"166";"aktiv";
"203";"Rhön KK Bad Neustadt";"RHÖN-Kreisklinik Bad Neustadt GmbH";;"165";"aktiv";
"200";"Dr. Guth";"Klinikgruppe Dr. Guth GmbH & Co. KG";;"164";"inaktiv";
"194";"Helios Heinz Kalk Bad Kissingen";"St. Elisabeth-Krankenhaus GmbH";;"163";"aktiv";
"192";"Uhlenbrock";"Gemeinschaftspraxis Prof. Dr. med. Detlev Uhlenbrock";"Clemens Roznowicz, Dr. med Karsten Ridder";"162";"inaktiv";
"197";"UKSH Lübeck";"Universitätsklinikum Schleswig-Holstein";"Kaufmännische Zentrumsleitung Herz-, Gefäß- und Lungenzentrum";"161";"aktiv";
"191";"HELIOS Bad Saarow";"HELIOS Klinikum Bad Saarow";;"160";"aktiv";
"500";"Kiel Elisabeth";"Sankt Elisabeth Krankenhaus";;"159";"aktiv";
"190";"Stade Hancken";"Klinik Dr. Hancken GmbH";;"157";"aktiv";
"631";"BKK (IT ARGE)";"BKK GILDEMEISTER SEIDENSTICKER";;"1252";"aktiv";
"207";"Schrobenhausen";"Kreiskrankenhaus Schrobenhausen";;"156";"inaktiv";
"271";"Transact";"Transact - Gesellschaft für Software & Analyse mbH";;"155";"aktiv";
"500";"Klinikum Starnberg";"Klinikum Starnberg";;"154";"inaktiv";
"189";"Helios Frankenwaldklinik";"Helios Frankenwaldklinik Kronach";;"153";"aktiv";
"500";"All for One";"All for One";"Health Care GmbH";"152";"inaktiv";
"188";"Rhön MVZ Service GmbH";"MVZ Service GmbH";;"151";"aktiv";
"883";"Augsburg";"Universitätsklinikum Augsburg";;"150";"aktiv";
"500";"Nöcker";"Nöcker & Company GmbH";"Mangement Cosultants";"149";"inaktiv";
"1456";"Mannheim Theresien";"Theresienkrankenhaus und St. Hedwig-Klinik";"Akademisches Lehrkrankenhaus der Universität Heidelberg";"148";"aktiv";
"482";"Uni Köln";"Universitätsklinik Köln (AöR)";;"147";"aktiv";
"483";"Wulff-Bargteheide";"Herr Eduard Wulff";;"1008";"inaktiv";
"208";"Helios HSK";"Dr.-Horst-Schmidt-Kliniken GmbH";"Klinikum der Landeshauptstadt Wiesbaden";"146";"aktiv";
"193";"Mariahilf Dernbach";"Maria Hilf GmbH";;"145";"inaktiv";
"187";"MHH";"Medizinische Hochschule Hannover";"Med. Rechenzentrum";"144";"inaktiv";
"500";"* Noch zu erfassen 1*";"Dieser Kunde ist ein Dummy-Kunde.....1";"Bitte nicht löschen !";"143";"inaktiv";
"204";"Apolda";"Robert-Koch-Krankenhaus Apolda";;"142";"aktiv";
"379";"punctum";"Punctum KG";"Datenanalyse- und Informationssysteme / Unternehmensberatung";"141";"inaktiv";
"500";"EVK Wesel";"Evangelisches Krankenhaus Wesel GmbH";;"139";"inaktiv";
"195";"RDI Rechts der Isar/Radiologie";"Klinikum der Technischen Universität München (TUM Klinikum)";"Klinikum rechts der Isar";"138";"aktiv";
"210";"Wanne-Eickel";"Ev. Krankenhausgemeinschaft Herne / Castrop-Rauxel gGmbH";;"137";"aktiv";
"209";"Lohmann";"Lohmann & Birkner";"Health Care Consulting GmbH";"136";"inaktiv";
"199";"QlikTech Düsseldorf";"QlikTech GmbH";"Attn: Accounts Payable                                                                                                Ge";"133";"aktiv";
"186";"Uni Freiburg";"Universitätsklinikum Freiburg";;"132";"aktiv";
"185";"Lenzen";"Lenzen Consulting";;"131";"inaktiv";
"184";"LWL Münster";"Landschaftsverband Westfalen-Lippe (LWL)";;"130";"aktiv";
"183";"Paracelsus Osnabrück";"Niels-Stensen-Kliniken";"Marienhospital Osnabrück";"129";"aktiv";
"182";"RBK";"Robert-Bosch-Krankenhaus";;"128";"aktiv";
"181";"PariDienst";"PariDienst GmbH";;"127";"inaktiv";
"180";"Praxis Münster";"Radiologische Gemeinschaftspraxis";;"126";"inaktiv";
"179";"Vinzenzkrankenhaus";"Vinzenzkrankenhaus Hannover gGmbH";;"125";"inaktiv";
"178";"HELIOS Harburg";"Helios Mariahilf Klinik Hamburg";;"124";"aktiv";
"177";"Neu-Mariahilf Göttingen";"Evangelische Krankenhaus Göttingen-Weende gGmbH";"Standort Neu Mariahilf";"123";"inaktiv";
"176";"Elisabeth Salzgitter";"St.Elisabeth-Krankenhaus Salzgitter gGmbH";;"122";"aktiv";
"175";"Pergis";"PERGIS Systemhaus GmbH";;"121";"inaktiv";
"174";"RHÖN-KLINIKUM AG";"RHÖN-KLINIKUM AG";;"120";"aktiv";
"173";"Rhön Bad Berka";"Zentralklinik Bad Berka GmbH";;"119";"aktiv";
"172";"Helios Weißeritztal";"Krankenhaus Freital";;"118";"aktiv";
"171";"Helios Bad Kissingen";"Helios St. Elisabeth Krankenhaus GmbH ";;"117";"aktiv";
"170";"Helios Park Leipzig";"HELIOS Park-Klinikum Leipzig GmbH";;"116";"aktiv";
"169";"Rhön Neuro Bad Neustadt";"Neurologische Klinik GmbH";;"115";"aktiv";
"168";"Helios Mittelweser";"HELIOS Kliniken Mittelweser GmbH";"Nienburg Hoya Stolzenau";"114";"aktiv";
"167";"Helios Erlenbach";"Helios Klinik Erlenbach";;"113";"aktiv";
"166";"Helios Wittingen";"Städtisches Krankenhaus Wittingen GmbH";;"112";"aktiv";
"165";"Helios Attendorn";"St. Barbara Attendorn GmbH";;"111";"aktiv";
"164";"Helios Salzgitter Klinikum";"HELIOS Klinikum Salzgitter ";;"110";"aktiv";
"163";"Helios Hildesheim";"Klinikum Hildesheim GmbH";;"109";"aktiv";
"162";"Helios Hammelburg";"Helios OrthoClinic Hammelburg GmbH";;"108";"aktiv";
"161";"Helios Cuxhaven";"Krankenhaus Cuxhaven GmbH";;"107";"aktiv";
"160";"Helios Pirna";"Klinikum Pirna GmbH";;"106";"aktiv";
"159";"Helios Meiningen";"HELIOS Klinikum Erfurt GmbH";;"105";"aktiv";
"158";"Rhön Frankfurt (Oder)";"Klinikum Frankfurt (Oder) GmbH";;"104";"aktiv";
"157";"Helios Amper Kliniken Dachau";"Helios Amper Klinikum Dachau";;"103";"aktiv";
"156";"Helios Uelzen";"HELIOS Klinikum Uelzen";;"102";"aktiv";
"490";"RWI";"Rheinisch-Westfälisches Institut für Wirtschaftsforschung";;"1023";"inaktiv";
"155";"Helios München-Pasing";"Helios Klinikum München West";;"101";"aktiv";
"154";"Helios Herzberg Osterrode";"Kliniken Herzberg und Osterrode GmbH";;"100";"aktiv";
"153";"Helios KFH Karlsruhe";"Helios Klinik für Herzchirurgie Karlsruhe GmbH";;"99";"aktiv";
"152";"Rhön Handchirurgie Bad Neustadt";"Klinik für Handchirurgie Bad Neustadt";;"98";"aktiv";
"151";"Rhön HGK";"Herz- und Gefäßklinik Bad Neustadt";;"97";"aktiv";
"150";"Helios Hildburghausen";"Fachkrankenhaus Hildburghausen GmbH";"Fachkrankenhaus f. Psychatrie und Neurologie Hildburghausen";"96";"aktiv";
"149";"VAMED Kipfenberg";"VAMED Klinik Kipfenberg";;"95";"aktiv";
"148";"Helios DKD";"DKD Helios Klinik Wiesbaden";;"94";"aktiv";
"147";"Ansbach";"Klinikum Ansbach ";;"93";"inaktiv";
"146";"Humanplasma";"Deutsche Gesellschaft für Humanplasma mbH Walzmühle";;"92";"inaktiv";
"145";"Med360° (Leßmann)";"Med 360° SE";;"91";"aktiv";
"625";"BiOpt";"BiOPT";"Bettina Illig - Strategieberatung in der Medizintechnik";"1246";"aktiv";
"144";"Kplus Solingen";"St. Lukas Klink Solingen GmbH";;"90";"inaktiv";
"143";"Helios Gifhorn";"Klinikum Gifhorn GmbH";;"89";"aktiv";
"142";"K&T";"Krauth & Timmermann GmbH";"Medizintechnik";"88";"inaktiv";
"141";"livingSolutions";"livingSolutions GmbH";;"87";"inaktiv";
"140";"Moers";"St. Josef Krankenhaus GmbH";;"86";"inaktiv";
"139";"Lünen-Brambauer";"Klinik am Park Lünen-Brambauer GmbH";;"85";"inaktiv";
"138";"Neue BKK";"Neue BKK";;"84";"inaktiv";
"137";"Dr.-Herbert-Nieper-Krankenhaus Goslar";"Dr.-Herbert-Nieper-Krankenhaus Goslar";;"83";"inaktiv";
"136";"Marienhospital Aachen";"Kath. Stiftung Marienhospital Aachen";;"82";"aktiv";
"135";"Schwarzwald-Baar-Klinikum VS";"Schwarzwald-Baar-Klinikum VS";;"81";"inaktiv";
"134";"DRK Mölln-Ratzeburg";"DRK-Krankenhaus Mölln-Ratzeburg gGmbH";;"80";"inaktiv";
"133";"August-Bier-Klinik Bad Malente";"August-Bier-Klinik Bad Malente";;"79";"inaktiv";
"132";"Clinotel";"Clinotel Krankenhausverbund gGmbH";;"78";"inaktiv";
"131";"Uni Göttingen";"Universitätsmedizin Göttingen";"Georg-August-Universität";"77";"aktiv";
"130";"IKK Thüringen";"IKK Thüringen";;"76";"inaktiv";
"129";"XULON Consulting";"XULON Consulting";;"75";"inaktiv";
"128";"Sana Offenbach";"Sana-Klinikum Offenbach";;"74";"inaktiv";
"127";"Israelitisches";"Israelitisches Krankenhaus in Hamburg";;"73";"inaktiv";
"126";"BKK für Heilberufe";"BKK für Heilberufe";;"72";"inaktiv";
"125";"BKK Bayer";"BKK Bayer";;"71";"inaktiv";
"124";"Klinikum Weilmünster";"Klinikum Weilmünster gGmbH";;"70";"inaktiv";
"123";"Herz-Jesu-Dernbach";"Herz-Jesu-Krankenhaus";;"69";"inaktiv";
"122";"St. Johannis Paderborn";"St. Johannisstift Paderborn";;"68";"inaktiv";
"121";"NOVITAS Vereinigte BKK";"NOVITAS Vereinigte BKK";;"67";"inaktiv";
"120";"Helios Vogelsang-Gommern";"Fachkrankenhaus Vogelsang-Gommern GmbH";;"66";"aktiv";
"723";"Helios Zerbst";"Krankenhaus Zerbst GmbH";;"1334";"aktiv";
"119";"DRK Kinderklinik Siegen";"DRK Kinderklinik Siegen";;"65";"inaktiv";
"118";"Schwabach";"Krankenhaus Schwabach gGmbH";;"64";"aktiv";
"117";"EVK Düsseldorf";"Ev. Krankenhaus Düsseldorf";;"63";"inaktiv";
"116";"Klinikum Dortmund";"Klinikum Dortmund gGmbH";;"62";"aktiv";
"115";"AMEOS Ueckermünde";"AMEOS Krankenhausgesellschaft Vorpommern mbH";;"61";"aktiv";
"114";"Wittmund";"Kreiskrankenhaus Wittmund";;"60";"inaktiv";
"113";"SRH Waltershausen-Friedrichroda";"SRH Krankenhaus Waltershausen-Friedrichroda GmbH ";;"59";"inaktiv";
"112";"FH Niederrhein";"FH Niederrhein";;"58";"inaktiv";
"111";"Anholt";"Augustahospital Anholt";;"57";"inaktiv";
"110";"Franz Dülmen";"Christophorus-Kliniken GmbH";"Betriebsstätte Franz-Hospital Dülmen";"56";"inaktiv";
"109";"Walburga Meschede";"St. Walburga Meschede";;"55";"inaktiv";
"108";"Raphaels Münster";"Ludgerus-Kliniken Münster GmbH";;"54";"inaktiv";
"107";"Clemens Münster";"Ludgerus-Kliniken Münster GmbH";;"53";"inaktiv";
"106";"HELIOS Lengerich";"HELIOS Ev. Krankenhaus Lengerich gGmbH";;"52";"aktiv";
"105";"BKK Krankenhausreferat";"BKK Krankenhausreferat";;"51";"inaktiv";
"104";"Euskirchen";"Marien-Hospital Euskirchen GmbH";;"50";"aktiv";
"102";"Fichtelgebirge";"Zweckverband Klinikum Fichtelgebirge";;"48";"inaktiv";
"101";"HELIOS Oberhausen St. Elisabeth";"Helios St. Elisabeth Klinik Oberhausen";;"47";"aktiv";
"100";"T-Systems SFPH";"T-Systems SFPH GmbH (PG 2654)";"Pascalstraße 11, 10587 Berlin";"46";"inaktiv";
"99";"Bogenhausen";"Chirurgische Privatklinik Bogenhausen";;"45";"inaktiv";
"98";"St. Alexius";"St. Alexius Dienstleistungen GmbH";;"44";"inaktiv";
"97";"Wicker Bad Wildungen";"Wicker-Klinik Bad Wildungen";"Werner Wicker KG";"43";"inaktiv";
"96";"Helios HZ Leipzig";"Herzzentrum Leipzig";;"42";"aktiv";
"95";"Diakonie Südwestfalen";"EVK Einkaufs- und Dienstleistungsgenossenschaft eG";;"41";"inaktiv";
"94";"Stiftungsklinikum";"StiftungsKlinikum Mittelrhein";;"40";"aktiv";
"93";"Reinbek";"Krankenhaus Reinbek";;"39";"inaktiv";
"92";"Bremen-Ost";"Gesundheit Nord gGmbH";"Klinikum Bremen-Ost";"38";"inaktiv";
"91";"Cortex";"Cortex Software GmbH";;"37";"inaktiv";
"90";"Offenburg";"Ortenau Klinikum";"Offenburg-Gengenbach";"36";"inaktiv";
"87";"Datteln";"St. Vincenz-Krankenhaus Datteln";;"35";"inaktiv";
"84";"Krankenhausträgergesellschaft GmbH";"Krankenhausträgergesellschaft GmbH";;"34";"inaktiv";
"81";"BKK Aktiv";"BKK Aktiv";;"33";"inaktiv";
"78";"Schwenninger BKK";"Schwenninger BKK";;"32";"inaktiv";
"74";"Braunschweig";"Städtisches Klinikum Braunschweig";"-Hauptverwaltung-";"31";"aktiv";
"60";"DOS";"DOS Software-Systeme GmbH";;"30";"aktiv";
"56";"BKK ZF & Partner";"BKK ZF & Partner";;"29";"inaktiv";
"52";"Amberg";"Klinikum St.Marien Amberg";;"28";"inaktiv";
"51";"BKK der Partner";"BKK der Partner";;"27";"inaktiv";
